,Movie_Name,Genre,Runtime,Year,Synopsis,Votes,Gross Amount,Rating,Metascore
4291,Meet Me in Montenegro,"Comedy, Drama, Romance",90,2014,A comedy centered on a failed American writer who enters into an affair after a chance encounter with a European dancer.,255,0.01,5.7,51.0
4292,The Boys & Girl from County Clare,"Comedy, Music, Romance",90,2003,"In 1965, Jimmy McMahon and his group of Liverpudlians plot to win the annual céilí music competition in Ireland.",1323,0.14,6.5,59.0
4315,Pulling Strings,"Comedy, Romance",111,2013,"After a night of drinking, Rachel, a diplomat working in Mexico City finds her world turned upside down after she's saved by Alejandro, a Mariachi singer whose visa was rejected the day before - by Rachel.",1663,5.82,6.0,57.0
4317,Warm Water Under a Red Bridge,"Comedy, Drama, Fantasy",119,2001,"A down-and-out businessman travels to a seaside town, where he meets a woman with unusual sexual powers.",2410,0.06,6.8,69.0
4407,Elsa & Fred,"Comedy, Drama, Romance",108,2005,"When the retired seventy-seven years old hypochondriac widower Fred moves to an apartment in Madrid, his temperamental daughter Cuca has an incident with his next door neighbor, the elder ...",3165,0.19,7.6,52.0
4424,Bollywood/Hollywood,"Romance, Comedy, Drama",105,2002,"A wealthy East Indian man gives an apparently non-East Indian woman a crash course in his culture, so he can marry her with his family's approval.",2399,1.49,5.9,35.0
4457,American Desi,"Comedy, Drama, Romance",100,2001,"College freshman Krishna Reddy, who has never cared for his Indian-American cultural heritage, looks forward to a new life on campus but is surprised to find that he has been assigned ...",1558,0.90,6.6,50.0
4495,Va Savoir (Who Knows?),"Comedy, Crime, Drama",154,2001,"Quick-witted, well-read cultured types revolve around each other in a delightful potpourri of theatre, romanticism and theft.",2246,0.91,6.9,79.0
4515,A Foreign Affair,"Comedy, Drama, Romance",94,2003,Two brothers need household help after their Ma passes away. They decide to join a romance tour to Russia to find and bring home a traditionally minded wife.,1016,0.03,6.0,53.0
4520,The Color Wheel,"Comedy, Romance",83,2011,"JR has broken up with her professor. She enlists her nervous and obnoxious younger brother Colin to take a short road trip in order to help move out her belongings. They bicker and fight, ...",1235,0.01,6.7,53.0
4540,Shanghai Calling,"Comedy, Drama, Romance",100,2012,"A New York attorney is sent to Shanghai on business, where he finds himself in a legal mess that threatens his career. With the help of a relocation specialist and her contacts, he soon learns to appreciate the wonders of Shanghai.",1543,0.01,6.2,45.0
4549,Avenue Montaigne,"Comedy, Drama, Romance",106,2006,"A young woman arrives in Paris where she finds a job as a waitress in bar next on Avenue Montaigne that caters to the surrounding theaters and the wealthy inhabitants of the area. She will meet a pianist, a famous actress and a great art collector, and become acquainted with the ""luxurious"" world her grandmother has told her about since her childhood.",3912,2.04,6.7,64.0
4569,The Opportunists,"Comedy, Crime, Drama",90,2000,A struggling auto mechanic with a criminal past agrees to one last heist to pay off his debts.,1090,0.58,5.7,71.0
4571,Happenstance,"Comedy, Drama, Romance",90,2000,"How, thanks to what's known as the ""Butterfly theory"" (a random series of unlinked events), can a young woman and a young man meet ?",3740,0.13,6.8,59.0
4582,Trixie,"Comedy, Crime, Mystery",116,2000,"An eccentric, unconventional woman whose naive aspirations to rise from her job as a security guard to full-fledged private eye lead her into a tangled PL: mess.",1377,0.29,5.0,26.0
4583,Happy Times,"Comedy, Drama, Romance",102,2000,"Zhao is an aging bachelor who hasn't been lucky in love. Thinking he has finally met the woman of his dreams, Zhao leads her to believe he is wealthy and agrees to a wedding far beyond his ...",3750,0.24,7.4,63.0
4613,Nearing Grace,"Comedy, Drama, Romance",105,2005,"In the shadow of a family loss, the youngest son develops interest in an attractive high school classmate, paying little mind of her athletic boyfriend or of his own female best friend.",902,2.16,5.8,62.0
4651,My Worst Nightmare,"Comedy, Drama, Romance",103,2011,Agathe lives with her husband and son in a posh apartment in front of the Jardin du Luxembourg. Patrick lives with his son in the back of a van. She is the head of an important contemporary...,2579,0.02,6.0,52.0
4725,Teknolust,"Comedy, Drama, Romance",85,2002,"Anxious to use artificial life to improve the world, Rosetta Stone, a bio-geneticist creates a Recipe for Cyborgs and uses her own DNA in order to breed three Self Replicating Automatons, ...",1224,0.03,5.3,43.0
4758,Breakfast with Scot,"Comedy, Drama, Music",95,2007,"The hockey career of former Toronto Maple Leaf Eric McNally, who was known as a tough enforcer, came to an end with a shoulder injury. He is now a sportscaster. Except to his assistant Nula...",2838,0.05,6.8,51.0
4766,Venus Beauty,"Comedy, Drama, Romance",105,1999,Employees of a beauty parlor in search of love and happiness.,3789,0.42,6.3,64.0
4773,Hair Show,"Comedy, Romance",105,2004,"Peaches, a hair stylist from Baltimore, and her estranged sister, Angela, the owner of an upscale salon in Beverly Hills, get reacquainted when Peaches decides to attend a celebration for ...",5631,0.30,5.1,34.0
4863,Dog Park,"Comedy, Romance",91,1998,Sex comedy takes a look at contemporary dating mores and hypothesizes that the new dating location may be the dog walk in the park. A mild-mannered man loses his present girlfriend to ...,2086,0.24,5.1,46.0
4905,Me Myself I,"Comedy, Romance",104,1999,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident ...",2479,0.57,6.5,46.0
4959,Paternity,"Comedy, Romance",94,1981,A single man searches for a woman who will bear his baby with no strings attached.,870,18.84,4.8,45.0
4972,I Want Someone to Eat Cheese With,"Comedy, Romance",80,2006,"About a man who has trouble with his job, trouble with women, and uses food to deal with it all.",3140,0.19,6.1,60.0
5014,Extremedays,"Action, Adventure, Comedy",93,2001,"As four lifelong friends, Will, Bryan, Matt, and Corey, are on the road trip they've been planning their whole lives, Corey's beloved grandfather unexpectedly dies. When going to claim ...",1185,0.74,6.0,17.0
5023,Somebody Up There Likes Me,"Comedy, Romance",76,2012,"A comedy about a man, his best friend, and the woman they both adore watching their lives fly by.",1410,0.08,5.8,58.0
5047,Children of the Revolution,"Comedy, Drama, Romance",101,1996,"Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their ""love-child"" brought Australia to the brink of civil war. Until now ...",2174,0.83,6.3,76.0
5052,Dirty Laundry,"Comedy, Drama, Romance",100,2006,"A modern-day prodigal son story with a twist. It follows Patrick, a magazine writer, who seems to have the ""perfect life,"" until one day, there is a knock at the door. On the other side stands a secret that brings him face to face with the traditional southern family he hasn't seen in over 10 years.",453,0.02,6.2,48.0
5095,Bread and Tulips,"Comedy, Romance",114,2000,"After being forgotten in a highway café during a bus trip, a housewife decides to start a new life by herself in Venice.",8685,5.31,7.3,68.0
5125,Passionada,"Comedy, Romance, Drama",108,2002,"Passionada is a romantic comedy about a Portuguese widow whose husband, a fisherman, died at sea. The widow's naive teenage daughter wants to be a professional gambler and she convinces her...",1257,0.54,6.2,53.0
5130,The Triumph of Love,"Comedy, Romance",112,2001,"A Princess is determined to restore her homeland's throne to its rightful heir, a young Prince with whom she falls in love.",1442,0.45,5.9,58.0
5176,Puccini for Beginners,"Comedy, Romance",82,2006,A recently-singled New York writer finds herself in two surprising and complicated relationships.,2246,0.09,6.0,54.0
5180,Valentin,"Comedy, Drama, Romance",86,2002,"An 8-year-old boy, raised by his grandmother, is surrounded by problems in his family he finds only himself capable of solving.",4066,0.28,7.6,52.0
5187,Kings & Queen,"Comedy, Drama, Romance",150,2004,"Parallel storylines tell the current state of affairs for two ex-lovers: Nora's a single mother who comes to care for her terminally ill father; holed in up in mental ward, Ismael, a brilliant musician, plots his escape.",3541,0.29,7.1,84.0
5281,Samoan Wedding,"Comedy, Romance",97,2006,"Four raucous Samoans are banned from their best friend's wedding. To get in, they have to prove themselves as mature individuals by getting and keeping girlfriends.",1455,0.07,6.4,58.0
5308,Look at Me,"Comedy, Drama, Music",110,2004,"A french girl gifted with a great voice, has a complex about her weight and her appearance.",4988,1.74,6.8,79.0
5341,Archangel,"Comedy, Drama, Romance",90,1990,"An amnesiac soldier, seeking his lost love, arrives in Archangel in northern Russia to help the townsfolk in their fight against the Bolsheviks, all quite unaware that the Great War ended three months ago.",1137,0.03,6.5,68.0
5348,Ira & Abby,"Comedy, Romance",104,2006,"A hastily married couple quickly devolve into a life of affairs, meddling parents, and therapy.",2112,0.22,6.5,62.0
5350,The Mostly Unfabulous Social Life of Ethan Green,"Comedy, Romance",88,2005,A young gay man tries to balance his career as a personal assistant while searching for love.,1924,0.15,6.2,38.0
5368,Never Again,"Comedy, Romance",98,2001,Two people who have pledged never to fall in love again then discover each other in a gay bar.,756,0.30,6.3,30.0
5384,Cirkus Columbia,"Comedy, Drama, Romance",113,2010,A story set in the former Yugoslavia and centered on a guy who returns to Herzegovina from Germany with plenty of cash and hopes for a good new life.,2363,0.00,7.3,57.0
5410,Shall We Kiss?,"Comedy, Romance",96,2007,"When Gabriel and Emilie meet by chance, he offers her a ride, and they spend the evening talking, laughing and getting along famously. At the end of the night, Emilie declines Gabriel's ...",2258,0.54,6.8,70.0
5515,Fast Food Fast Women,"Comedy, Romance",95,2000,"How important is the truth when falling in love? Bella is a Manhattan café waitress, about to turn 35, stuck in a long-term affair going nowhere. Paul is a widower, facing old age alone. ...",1987,0.19,6.4,36.0
5521,Après Vous,"Comedy, Romance",110,2003,"Antoine (Auteuil) saves Louis (Garcia) from hanging himself, though in his attempt to get Louis back on his feet, Antoine gets caught in a romantic triangle.",2934,0.83,6.5,53.0
5575,4 Days in France,"Comedy, Drama, Romance",137,2016,"A man leaves his home unannounced, and spends four days wandering around France.",411,0.01,5.8,73.0
5578,Girls Will Be Girls,"Comedy, Romance",79,2003,"Three actresses at various places on the Hollywood food chain navigate the minefield of love, aging, and ambition. Oh, and they're all played by men!",1331,0.15,6.9,52.0
5658,Let It Snow,"Comedy, Romance",90,1999,Two young lovers meet on a series of snowy days in high school.,545,0.02,6.2,42.0
5671,April's Shower,"Comedy, Romance",100,2003,"April's Shower is a comedy about love, romance and expectation. The story follows unpredictable twists and turns until it climaxes with a madcap finale. The hilarity belies the poignancy of...",662,0.02,4.9,38.0
5729,White Wedding,"Comedy, Romance",93,2009,"A young groom and his best man lost on the road trip to the wedding, run into a young English doctor.",569,0.01,5.7,60.0
5756,Two Ninas,"Romance, Comedy",88,1999,When two beautiful women fall for the unluckiest guy in the world his life takes on delicious complications.,949,0.01,6.1,41.0
5763,"Lucía, Lucía","Adventure, Comedy, Crime",110,2003,"Lucia, an children's book author, tells the story of her husband's disappearance. One day on their way to Brazil he just disappears. She goes to the police, gets a ransom note, and makes ...",985,0.27,6.0,51.0
5766,Confusion of Genders,"Comedy, Romance, Drama",94,2000,"No wonder Bisexual Attorney Alain is confused. He's bedding his female boss, his guilty of murder client, the client's hairdresser girlfriend and a precocious boy who knows what he wants ...",933,0.05,6.1,39.0
